Product_ID,Product_Name,Category,Units_Sold,unit_price,Supplier,Waste_Units,Notes,delivery_date,Sales_Date, Inventory,Revenue,waste cost,Inventory cost
P005,lettuce,Vegetables,67,1.1,GreenLeaf Inc.,3,Big school.,2024-08-09,2024-08-08,70,73.7,3.3,77
P003,chicken breast,Meat,27,9.25,Meats-R-Us Inc.,5,Near each book.,2023-03-11,2023-03-12,32,249.75,46.25,296
P003,chicken breast,Meat,55,9.25,Meats-R-Us Inc.,3,Its close theory.,2024-12-31,2024-12-29,58,508.75,27.75,536.5
P007,eggs dozen,Dairy,75,4,DairyBest Inc.,4,Message voice.,2023-09-18,2023-09-16,79,300,16,316
P001,bananas,Fruits,49,0.45,Agrifoods Inc.,3,Bed nature.,2024-10-28,2024-10-26,52,22.05,1.35,23.4
P005,lettuce,Vegetables,11,1.1,GreenLeaf Inc.,0,Entire you decision.,2023-02-04,2023-02-02,11,12.1,0,12.1
P001,bananas,Fruits,58,0.45,Agrifoods Inc.,4,Reveal by.,2024-12-14,2024-12-12,62,26.1,1.8,27.9
P003,chicken breast,Meat,80,9.25,Meats-R-Us Inc.,2,Exactly almost capital.,2025-01-05,2025-01-06,82,740,18.5,758.5
P001,bananas,Fruits,23,0.45,agrifoods inc.,1,This involve it.,2023-01-24,2023-01-24,24,10.35,0.45,10.8
P001,bananas,Fruits,53,0.45,Agrifoods Inc.,4,Worker effort.,2025-01-12,2025-01-10,57,23.85,1.8,25.65
P005,lettuce,Vegetables,27,1.1,GreenLeaf Inc.,5,Mind discussion task day.,2023-05-04,2023-05-05,32,29.7,5.5,35.2
P004,bread-white,Bakery,36,2.15,BakeHouse Inc.,0,Bed inside team.,2025-03-21,2025-03-21,36,77.4,0,77.4
P006,tomatoes,Vegetables,70,1.25,GreenLeaf Inc.,5,Best necessary though.,2024-05-24,2024-05-22,75,87.5,6.25,93.75
P001,bananas,Fruits,35,0.45,agrifoods inc.,4,Late section.,2023-03-22,2023-03-23,39,15.75,1.8,17.55
P002,milk 2l,Dairy,39,3.5,DairyBest Inc.,5,Audience tax white wife.,2025-05-20,2025-05-18,44,136.5,17.5,154
P004,bread-white,Bakery,40,2.15,BakeHouse Inc.,5,Challenge.,2023-09-15,2023-09-14,45,86,10.75,96.75
P006,tomatoes,Vegetables,50,1.25,GreenLeaf Inc.,2,Should size.,2024-11-20,2024-11-21,52,62.5,2.5,65
P004,bread-white,Bakery,57,2.15,BakeHouse Inc.,3,Field daughter why.,2024-01-02,2024-01-02,60,122.55,6.45,129
P006,tomatoes,Vegetables,69,1.25,GreenLeaf Inc.,2,Case allow staff.,2023-12-30,2023-12-28,71,86.25,2.5,88.75
P001,bananas,Fruits,29,0.45,AgriFoods Inc.,1,Floor occur.,2024-03-22,2024-03-20,30,13.05,0.45,13.5
P003,chicken breast,Meat,12,9.25,Meats-R-Us Inc.,1,Moment capital season.,2023-12-13,2023-12-12,13,111,9.25,120.25
P004,bread-white,Bakery,65,2.15,BakeHouse Inc.,1,Idea mean attorney.,2024-09-14,2024-09-13,66,139.75,2.15,141.9
P003,chicken breast,Meat,47,9.25,Meats-R-Us Inc.,4,Compare attorney leave.,2024-12-25,2024-12-23,51,434.75,37,471.75
P003,chicken breast,Meat,53,9.25,Meats-R-Us Inc.,5,Dream sure not.,2024-10-07,2024-10-08,58,490.25,46.25,536.5
P003,chicken breast,Meat,26,9.25,Meats-R-Us Inc.,3,Near though smile.,2023-12-17,2023-12-16,29,240.5,27.75,268.25
P002,milk 2l,Dairy,50,3.5,DairyBest Inc.,3,Brother seat ten.,2023-12-02,2023-12-01,53,175,10.5,185.5
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,1,Teacher opportunity.,2023-11-25,2023-11-26,41,140,3.5,143.5
P001,bananas,Fruits,51,0.45,Agrifoods Inc.,3,Yourself.,2024-01-28,2024-01-29,54,22.95,1.35,24.3
P007,eggs dozen,Dairy,28,4,DairyBest Inc.,0,Short item.,2023-07-16,2023-07-17,28,112,0,112
P007,eggs dozen,Dairy,28,4,DairyBest Inc.,2,Contain.,2024-09-27,2024-09-27,30,112,8,120
P005,lettuce,Vegetables,17,1.1,GreenLeaf Inc.,1,Century TV.,2023-05-05,2023-05-04,18,18.7,1.1,19.8
P004,bread-white,Bakery,48,2.15,BakeHouse Inc.,1,Its employee so.,2024-12-20,2024-12-18,49,103.2,2.15,105.35
P004,bread-white,Bakery,67,2.15,BakeHouse Inc.,4,Including say open.,2025-03-06,2025-03-05,71,144.05,8.6,152.65
P004,bread-white,Bakery,68,2.15,BakeHouse Inc.,4,Job should.,2023-10-09,2023-10-10,72,146.2,8.6,154.8
P005,lettuce,Vegetables,28,1.1,GreenLeaf Inc.,5,Statement attack.,2024-05-05,2024-05-03,33,30.8,5.5,36.3
P002,milk 2l,Dairy,46,3.5,DairyBest Inc.,4,Interesting candidate term.,2023-11-30,2023-12-01,50,161,14,175
P001,bananas,Fruits,29,0.45,agrifoods inc.,1,Yet support race.,2023-03-10,2023-03-11,30,13.05,0.45,13.5
P003,chicken breast,Meat,53,9.25,Meats-R-Us Inc.,3,Look one.,2023-03-27,2023-03-25,56,490.25,27.75,518
P005,lettuce,Vegetables,36,1.1,GreenLeaf Inc.,0,Option middle line.,2025-04-22,2025-04-22,36,39.6,0,39.6
P006,tomatoes,Vegetables,16,1.25,GreenLeaf Inc.,5,These.,2024-11-29,2024-11-30,21,20,6.25,26.25
P002,milk 2l,Dairy,51,3.5,DairyBest Inc.,5,Before mouth reduce law.,2023-05-22,2023-05-21,56,178.5,17.5,196
P006,tomatoes,Vegetables,80,1.25,GreenLeaf Inc.,1,Apply color receive.,2025-01-01,2025-01-01,81,100,1.25,101.25
P003,chicken breast,Meat,57,9.25,Meats-R-Us Inc.,1,Finally policy.,2024-12-18,2024-12-19,58,527.25,9.25,536.5
P005,lettuce,Vegetables,30,1.1,GreenLeaf Inc.,4,Tough everybody reason.,2024-01-20,2024-01-19,34,33,4.4,37.4
P001,bananas,Fruits,23,0.45,Agrifoods Inc.,1,Very loss method.,2023-02-13,2023-02-12,24,10.35,0.45,10.8
P007,eggs dozen,Dairy,69,4,DairyBest Inc.,5,Appear address trouble.,2023-11-07,2023-11-07,74,276,20,296
P001,bananas,Fruits,52,0.45,Agrifoods Inc.,5,Develop performance treat.,2023-08-12,2023-08-10,57,23.4,2.25,25.65
P007,eggs dozen,Dairy,71,4,DairyBest Inc.,2,Certain onto turn.,2023-06-18,2023-06-19,73,284,8,292
P003,chicken breast,Meat,64,9.25,Meats-R-Us Inc.,2,Local not suddenly.,2023-08-08,2023-08-09,66,592,18.5,610.5
P001,bananas,Fruits,43,0.45,AgriFoods Inc.,1,Ago.,2023-11-08,2023-11-06,44,19.35,0.45,19.8
P001,bananas,Fruits,68,0.45,Agrifoods Inc.,4,Operation focus.,2023-03-31,2023-03-30,72,30.6,1.8,32.4
P004,bread-white,Bakery,37,2.15,BakeHouse Inc.,5,Car save focus measure.,2023-03-08,2023-03-06,42,79.55,10.75,90.3
P004,bread-white,Bakery,15,2.15,BakeHouse Inc.,2,Force increase perform.,2023-06-29,2023-06-29,17,32.25,4.3,36.55
P006,tomatoes,Vegetables,46,1.25,GreenLeaf Inc.,4,Respond instead.,2025-05-18,2025-05-18,50,57.5,5,62.5
P006,tomatoes,Vegetables,51,1.25,GreenLeaf Inc.,2,Only and.,2024-07-20,2024-07-18,53,63.75,2.5,66.25
P003,chicken breast,Meat,28,9.25,Meats-R-Us Inc.,3,Open against level.,2025-02-25,2025-02-24,31,259,27.75,286.75
P005,lettuce,Vegetables,53,1.1,GreenLeaf Inc.,5,Production.,2025-05-30,2025-05-30,58,58.3,5.5,63.8
P006,tomatoes,Vegetables,52,1.25,GreenLeaf Inc.,2,Find information president.,2023-06-20,2023-06-18,54,65,2.5,67.5
P005,lettuce,Vegetables,23,1.1,GreenLeaf Inc.,5,Bit.,2023-12-25,2023-12-26,28,25.3,5.5,30.8
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,2,Family billion reduce.,2023-03-14,2023-03-15,42,140,7,147
P001,bananas,Fruits,25,0.45,Agrifoods Inc.,5,Finally able.,2023-02-03,2023-02-01,30,11.25,2.25,13.5
P003,chicken breast,Meat,11,9.25,Meats-R-Us Inc.,2,Pull them single.,2024-11-08,2024-11-08,13,101.75,18.5,120.25
P005,lettuce,Vegetables,15,1.1,GreenLeaf Inc.,0,Decade.,2024-08-25,2024-08-26,15,16.5,0,16.5
P007,eggs dozen,Dairy,78,4,DairyBest Inc.,3,Laugh always.,2025-03-28,2025-03-27,81,312,12,324
P004,bread-white,Bakery,21,2.15,BakeHouse Inc.,4,Hard particularly ask.,2023-02-08,2023-02-09,25,45.15,8.6,53.75
P006,tomatoes,Vegetables,70,1.25,GreenLeaf Inc.,2,Language several past.,2023-12-12,2023-12-12,72,87.5,2.5,90
P004,bread-white,Bakery,42,2.15,BakeHouse Inc.,5,People cause.,2025-04-02,2025-03-31,47,90.3,10.75,101.05
P002,milk 2l,Dairy,32,3.5,DairyBest Inc.,0,No rock likely.,2023-01-07,2023-01-06,32,112,0,112
P006,tomatoes,Vegetables,22,1.25,GreenLeaf Inc.,1,Analysis read executive.,2024-03-30,2024-03-31,23,27.5,1.25,28.75
P003,chicken breast,Meat,12,9.25,Meats-R-Us Inc.,5,Note.,2025-03-23,2025-03-24,17,111,46.25,157.25
P001,bananas,Fruits,64,0.45,Agrifoods Inc.,0,Firm dinner early.,2023-10-15,2023-10-13,64,28.8,0,28.8
P002,milk 2l,Dairy,13,3.5,DairyBest Inc.,4,Early around.,2023-05-23,2023-05-21,17,45.5,14,59.5
P003,chicken breast,Meat,33,9.25,Meats-R-Us Inc.,0,Stage even people.,2024-05-04,2024-05-04,33,305.25,0,305.25
P002,milk 2l,Dairy,11,3.5,DairyBest Inc.,4,Order here.,2025-02-04,2025-02-03,15,38.5,14,52.5
P007,eggs dozen,Dairy,41,4,DairyBest Inc.,1,Moment.,2023-05-23,2023-05-21,42,164,4,168
P001,bananas,Fruits,80,0.45,AgriFoods Inc.,4,Rate better check page.,2023-06-26,2023-06-26,84,36,1.8,37.8
P002,milk 2l,Dairy,71,3.5,DairyBest Inc.,0,Address growth adult.,2025-06-02,2025-05-31,71,248.5,0,248.5
P007,eggs dozen,Dairy,17,4,DairyBest Inc.,0,Plan wrong.,2023-09-25,2023-09-26,17,68,0,68
P004,bread-white,Bakery,26,2.15,BakeHouse Inc.,4,Learn.,2024-04-05,2024-04-05,30,55.9,8.6,64.5
P007,eggs dozen,Dairy,13,4,DairyBest Inc.,4,Season boy glass.,2023-03-17,2023-03-18,17,52,16,68
P004,bread-white,Bakery,53,2.15,BakeHouse Inc.,4,Far ten industry.,2023-10-17,2023-10-15,57,113.95,8.6,122.55
P007,eggs dozen,Dairy,70,4,DairyBest Inc.,5,Book before right.,2025-05-08,2025-05-09,75,280,20,300
P002,milk 2l,Dairy,76,3.5,DairyBest Inc.,2,Office blood.,2025-04-25,2025-04-25,78,266,7,273
P002,milk 2l,Dairy,79,3.5,DairyBest Inc.,1,Live clearly more.,2024-12-04,2024-12-04,80,276.5,3.5,280
P006,tomatoes,Vegetables,53,1.25,GreenLeaf Inc.,5,Throw figure.,2023-09-10,2023-09-10,58,66.25,6.25,72.5
P006,tomatoes,Vegetables,78,1.25,GreenLeaf Inc.,2,Center.,2023-10-04,2023-10-05,80,97.5,2.5,100
P004,bread-white,Bakery,34,2.15,BakeHouse Inc.,2,Safe mention.,2023-01-05,2023-01-04,36,73.1,4.3,77.4
P003,chicken breast,Meat,72,9.25,Meats-R-Us Inc.,3,Popular feel heavy.,2023-02-21,2023-02-22,75,666,27.75,693.75
P001,bananas,Fruits,15,0.45,Agrifoods Inc.,2,Wait any baby.,2024-01-07,2024-01-06,17,6.75,0.9,7.65
P006,tomatoes,Vegetables,36,1.25,GreenLeaf Inc.,5,While prevent the.,2024-12-03,2024-12-04,41,45,6.25,51.25
P006,tomatoes,Vegetables,65,1.25,GreenLeaf Inc.,1,Successful inside station.,2023-10-12,2023-10-11,66,81.25,1.25,82.5
P002,milk 2l,Dairy,38,3.5,DairyBest Inc.,3,Year leader.,2023-01-23,2023-01-24,41,133,10.5,143.5
P005,lettuce,Vegetables,72,1.1,GreenLeaf Inc.,1,Organization price world.,2025-01-28,2025-01-28,73,79.2,1.1,80.3
P002,milk 2l,Dairy,45,3.5,DairyBest Inc.,1,State off budget seven.,2023-06-29,2023-06-27,46,157.5,3.5,161
P002,milk 2l,Dairy,62,3.5,DairyBest Inc.,3,Run tax beautiful.,2023-04-15,2023-04-13,65,217,10.5,227.5
P007,eggs dozen,Dairy,72,4,DairyBest Inc.,4,One.,2023-10-08,2023-10-06,76,288,16,304
P005,lettuce,Vegetables,28,1.1,GreenLeaf Inc.,4,Artist month physical.,2023-07-30,2023-07-30,32,30.8,4.4,35.2
P002,milk 2l,Dairy,61,3.5,DairyBest Inc.,5,Red least.,2023-11-20,2023-11-18,66,213.5,17.5,231
P006,tomatoes,Vegetables,18,1.25,GreenLeaf Inc.,0,She blood food.,2024-07-31,2024-07-30,18,22.5,0,22.5
P004,bread-white,Bakery,64,2.15,BakeHouse Inc.,2,Push leave nothing feeling.,2024-03-23,2024-03-22,66,137.6,4.3,141.9
P002,milk 2l,Dairy,76,3.5,DairyBest Inc.,1,Throw whether.,2023-06-23,2023-06-22,77,266,3.5,269.5
P001,bananas,Fruits,21,0.45,AgriFoods Inc.,4,Operation now southern chance.,2024-12-26,2024-12-25,25,9.45,1.8,11.25
P003,chicken breast,Meat,45,9.25,Meats-R-Us Inc.,1,Contain several.,2023-05-26,2023-05-26,46,416.25,9.25,425.5
P007,eggs dozen,Dairy,32,4,DairyBest Inc.,3,Support dinner weight.,2023-04-05,2023-04-05,35,128,12,140
P005,lettuce,Vegetables,18,1.1,GreenLeaf Inc.,2,Day need fly.,2024-12-29,2024-12-30,20,19.8,2.2,22
P007,eggs dozen,Dairy,29,4,DairyBest Inc.,1,Hope great enjoy military.,2024-01-14,2024-01-13,30,116,4,120
P005,lettuce,Vegetables,74,1.1,GreenLeaf Inc.,0,Expect society like.,2025-04-11,2025-04-12,74,81.4,0,81.4
P007,eggs dozen,Dairy,57,4,DairyBest Inc.,2,Research technology point.,2023-05-16,2023-05-16,59,228,8,236
P005,lettuce,Vegetables,77,1.1,GreenLeaf Inc.,5,Guy adult foreign.,2025-01-15,2025-01-13,82,84.7,5.5,90.2
P004,bread-white,Bakery,26,2.15,BakeHouse Inc.,1,Entire whom great.,2023-06-21,2023-06-20,27,55.9,2.15,58.05
P004,bread-white,Bakery,48,2.15,BakeHouse Inc.,2,Run change I.,2024-01-27,2024-01-27,50,103.2,4.3,107.5
P004,bread-white,Bakery,48,2.15,BakeHouse Inc.,1,Seek rise statement.,2024-08-29,2024-08-27,49,103.2,2.15,105.35
P004,bread-white,Bakery,57,2.15,BakeHouse Inc.,3,Listen.,2024-04-22,2024-04-22,60,122.55,6.45,129
P003,chicken breast,Meat,54,9.25,Meats-R-Us Inc.,3,Career.,2024-01-18,2024-01-19,57,499.5,27.75,527.25
P002,milk 2l,Dairy,28,3.5,DairyBest Inc.,4,Word give enough.,2023-01-12,2023-01-12,32,98,14,112
P004,bread-white,Bakery,68,2.15,BakeHouse Inc.,2,Draw.,2024-02-17,2024-02-18,70,146.2,4.3,150.5
P004,bread-white,Bakery,80,2.15,BakeHouse Inc.,4,Because rise.,2025-02-22,2025-02-20,84,172,8.6,180.6
P006,tomatoes,Vegetables,28,1.25,GreenLeaf Inc.,1,Four should view.,2025-01-10,2025-01-09,29,35,1.25,36.25
P005,lettuce,Vegetables,36,1.1,GreenLeaf Inc.,0,Upon himself.,2024-08-05,2024-08-04,36,39.6,0,39.6
P002,milk 2l,Dairy,73,3.5,DairyBest Inc.,5,Morning.,2024-04-25,2024-04-24,78,255.5,17.5,273
P005,lettuce,Vegetables,51,1.1,GreenLeaf Inc.,5,Base serious trip.,2024-07-26,2024-07-25,56,56.1,5.5,61.6
P007,eggs dozen,Dairy,71,4,DairyBest Inc.,4,Miss heavy.,2023-01-22,2023-01-23,75,284,16,300
P001,bananas,Fruits,38,0.45,agrifoods inc.,1,Husband prepare.,2025-04-25,2025-04-23,39,17.1,0.45,17.55
P006,tomatoes,Vegetables,62,1.25,GreenLeaf Inc.,3,Traditional establish read.,2024-07-08,2024-07-09,65,77.5,3.75,81.25
P001,bananas,Fruits,25,0.45,Agrifoods Inc.,3,Line study politics.,2023-12-10,2023-12-08,28,11.25,1.35,12.6
P004,bread-white,Bakery,46,2.15,BakeHouse Inc.,1,Painting I me.,2025-05-20,2025-05-19,47,98.9,2.15,101.05
P001,bananas,Fruits,11,0.45,AgriFoods Inc.,3,Firm while garden.,2023-03-26,2023-03-26,14,4.95,1.35,6.3
P004,bread-white,Bakery,27,2.15,BakeHouse Inc.,2,Far dark moment.,2023-06-30,2023-07-01,29,58.05,4.3,62.35
P004,bread-white,Bakery,23,2.15,BakeHouse Inc.,2,Prevent country.,2025-04-22,2025-04-23,25,49.45,4.3,53.75
P001,bananas,Fruits,30,0.45,Agrifoods Inc.,5,Include doctor prove.,2024-04-18,2024-04-18,35,13.5,2.25,15.75
P004,bread-white,Bakery,30,2.15,BakeHouse Inc.,3,Her law bed.,2025-05-23,2025-05-22,33,64.5,6.45,70.95
P004,bread-white,Bakery,49,2.15,BakeHouse Inc.,1,Weight financial.,2025-04-06,2025-04-06,50,105.35,2.15,107.5
P001,bananas,Fruits,28,0.45,AgriFoods Inc.,3,Everybody physical.,2024-08-25,2024-08-24,31,12.6,1.35,13.95
P005,lettuce,Vegetables,65,1.1,GreenLeaf Inc.,5,Able voice if.,2023-09-03,2023-09-02,70,71.5,5.5,77
P006,tomatoes,Vegetables,30,1.25,GreenLeaf Inc.,2,Operation impact word.,2023-02-05,2023-02-04,32,37.5,2.5,40
P007,eggs dozen,Dairy,60,4,DairyBest Inc.,2,Though.,2024-05-26,2024-05-24,62,240,8,248
P007,eggs dozen,Dairy,53,4,DairyBest Inc.,2,Hospital foot administration.,2023-01-12,2023-01-10,55,212,8,220
P006,tomatoes,Vegetables,70,1.25,GreenLeaf Inc.,3,Trial.,2025-03-21,2025-03-21,73,87.5,3.75,91.25
P002,milk 2l,Dairy,48,3.5,DairyBest Inc.,0,Manager accept.,2024-04-06,2024-04-05,48,168,0,168
P001,bananas,Fruits,15,0.45,AgriFoods Inc.,3,Cold follow.,2024-06-29,2024-06-27,18,6.75,1.35,8.1
P007,eggs dozen,Dairy,78,4,DairyBest Inc.,4,Require soldier.,2025-04-03,2025-04-02,82,312,16,328
P005,lettuce,Vegetables,24,1.1,GreenLeaf Inc.,3,Source body peace TV.,2023-08-07,2023-08-07,27,26.4,3.3,29.7
P006,tomatoes,Vegetables,52,1.25,GreenLeaf Inc.,3,Voice by ground.,2024-03-16,2024-03-15,55,65,3.75,68.75
P002,milk 2l,Dairy,53,3.5,DairyBest Inc.,4,Green important area.,2023-04-29,2023-04-27,57,185.5,14,199.5
P003,chicken breast,Meat,55,9.25,Meats-R-Us Inc.,1,Onto determine.,2025-03-17,2025-03-18,56,508.75,9.25,518
P002,milk 2l,Dairy,30,3.5,DairyBest Inc.,5,Industry both last.,2023-05-31,2023-05-30,35,105,17.5,122.5
P007,eggs dozen,Dairy,23,4,DairyBest Inc.,3,Themselves produce.,2024-02-05,2024-02-03,26,92,12,104
P007,eggs dozen,Dairy,68,4,DairyBest Inc.,5,Late just goal.,2024-11-02,2024-11-03,73,272,20,292
P001,bananas,Fruits,76,0.45,Agrifoods Inc.,0,Happy manager practice.,2023-05-20,2023-05-18,76,34.2,0,34.2
P005,lettuce,Vegetables,50,1.1,GreenLeaf Inc.,4,Key indicate unit.,2025-04-09,2025-04-10,54,55,4.4,59.4
P003,chicken breast,Meat,43,9.25,Meats-R-Us Inc.,1,Kid public.,2024-11-10,2024-11-11,44,397.75,9.25,407
P004,bread-white,Bakery,62,2.15,BakeHouse Inc.,2,Child because law.,2023-11-12,2023-11-12,64,133.3,4.3,137.6
P001,bananas,Fruits,52,0.45,agrifoods inc.,0,Produce year rest.,2023-04-07,2023-04-08,52,23.4,0,23.4
P007,eggs dozen,Dairy,63,4,DairyBest Inc.,2,Mission stay stage.,2023-02-11,2023-02-11,65,252,8,260
P005,lettuce,Vegetables,71,1.1,GreenLeaf Inc.,2,Smile red.,2023-01-06,2023-01-05,73,78.1,2.2,80.3
P005,lettuce,Vegetables,20,1.1,GreenLeaf Inc.,1,Ready administration.,2025-03-23,2025-03-24,21,22,1.1,23.1
P002,milk 2l,Dairy,31,3.5,DairyBest Inc.,5,Almost.,2025-01-15,2025-01-16,36,108.5,17.5,126
P007,eggs dozen,Dairy,73,4,DairyBest Inc.,0,Option.,2025-01-19,2025-01-17,73,292,0,292
P007,eggs dozen,Dairy,42,4,DairyBest Inc.,3,Agency line.,2023-05-10,2023-05-08,45,168,12,180
P007,eggs dozen,Dairy,62,4,DairyBest Inc.,1,Reduce policy.,2024-12-12,2024-12-13,63,248,4,252
P004,bread-white,Bakery,66,2.15,BakeHouse Inc.,5,Avoid language idea seem.,2024-01-24,2024-01-23,71,141.9,10.75,152.65
P004,bread-white,Bakery,65,2.15,BakeHouse Inc.,0,Identify board.,2024-05-14,2024-05-15,65,139.75,0,139.75
P005,lettuce,Vegetables,62,1.1,GreenLeaf Inc.,2,Control brother each.,2023-10-24,2023-10-24,64,68.2,2.2,70.4
P004,bread-white,Bakery,68,2.15,BakeHouse Inc.,5,Realize your fill.,2025-03-16,2025-03-15,73,146.2,10.75,156.95
P003,chicken breast,Meat,38,9.25,Meats-R-Us Inc.,1,Floor white per.,2023-06-16,2023-06-14,39,351.5,9.25,360.75
P005,lettuce,Vegetables,24,1.1,GreenLeaf Inc.,2,Stay small.,2024-06-06,2024-06-05,26,26.4,2.2,28.6
P001,bananas,Fruits,40,0.45,Agrifoods Inc.,2,As whatever yard.,2023-03-06,2023-03-06,42,18,0.9,18.9
P001,bananas,Fruits,51,0.45,Agrifoods Inc.,4,Foot total film.,2023-06-01,2023-06-02,55,22.95,1.8,24.75
P002,milk 2l,Dairy,64,3.5,DairyBest Inc.,2,Western fire.,2023-04-23,2023-04-22,66,224,7,231
P004,bread-white,Bakery,41,2.15,BakeHouse Inc.,2,Cultural school.,2024-10-02,2024-10-01,43,88.15,4.3,92.45
P004,bread-white,Bakery,19,2.15,BakeHouse Inc.,1,Early fill.,2024-07-29,2024-07-29,20,40.85,2.15,43
P005,lettuce,Vegetables,23,1.1,GreenLeaf Inc.,4,Have program.,2025-01-26,2025-01-26,27,25.3,4.4,29.7
P003,chicken breast,Meat,42,9.25,Meats-R-Us Inc.,4,Responsibility school decide.,2023-04-12,2023-04-10,46,388.5,37,425.5
P003,chicken breast,Meat,21,9.25,Meats-R-Us Inc.,4,Hundred head.,2023-08-30,2023-08-31,25,194.25,37,231.25
P005,lettuce,Vegetables,72,1.1,GreenLeaf Inc.,1,Expert up.,2023-06-20,2023-06-21,73,79.2,1.1,80.3
P005,lettuce,Vegetables,10,1.1,GreenLeaf Inc.,2,Article involve effect.,2023-08-23,2023-08-23,12,11,2.2,13.2
P006,tomatoes,Vegetables,45,1.25,GreenLeaf Inc.,1,Read simply specific.,2024-08-08,2024-08-08,46,56.25,1.25,57.5
P002,milk 2l,Dairy,68,3.5,DairyBest Inc.,3,Stock various.,2023-05-15,2023-05-16,71,238,10.5,248.5
P003,chicken breast,Meat,65,9.25,Meats-R-Us Inc.,0,Program physical others.,2024-10-06,2024-10-04,65,601.25,0,601.25
P002,milk 2l,Dairy,78,3.5,DairyBest Inc.,3,Front those.,2024-01-19,2024-01-19,81,273,10.5,283.5
P004,bread-white,Bakery,39,2.15,BakeHouse Inc.,1,Feel grow low structure.,2023-04-23,2023-04-22,40,83.85,2.15,86
P007,eggs dozen,Dairy,67,4,DairyBest Inc.,4,Little population hold.,2024-09-01,2024-08-31,71,268,16,284
P005,lettuce,Vegetables,35,1.1,GreenLeaf Inc.,3,Main act.,2023-08-07,2023-08-08,38,38.5,3.3,41.8
P001,bananas,Fruits,71,0.45,agrifoods inc.,5,Kind big picture.,2023-08-23,2023-08-24,76,31.95,2.25,34.2
P005,lettuce,Vegetables,77,1.1,GreenLeaf Inc.,2,During large.,2023-03-27,2023-03-27,79,84.7,2.2,86.9
P004,bread-white,Bakery,27,2.15,BakeHouse Inc.,1,Model early.,2024-05-17,2024-05-17,28,58.05,2.15,60.2
P004,bread-white,Bakery,51,2.15,BakeHouse Inc.,5,Source plant.,2025-01-07,2025-01-08,56,109.65,10.75,120.4
P007,eggs dozen,Dairy,13,4,DairyBest Inc.,1,Company parent.,2023-01-27,2023-01-28,14,52,4,56
P004,bread-white,Bakery,66,2.15,BakeHouse Inc.,4,North democratic service.,2025-04-03,2025-04-04,70,141.9,8.6,150.5
P003,chicken breast,Meat,74,9.25,Meats-R-Us Inc.,2,Available health.,2024-01-24,2024-01-24,76,684.5,18.5,703
P004,bread-white,Bakery,29,2.15,BakeHouse Inc.,2,Group.,2024-06-19,2024-06-18,31,62.35,4.3,66.65
P001,bananas,Fruits,69,0.45,Agrifoods Inc.,4,Area look crime.,2024-06-03,2024-06-03,73,31.05,1.8,32.85
P006,tomatoes,Vegetables,56,1.25,GreenLeaf Inc.,2,Artist cause color.,2023-12-18,2023-12-16,58,70,2.5,72.5
P004,bread-white,Bakery,75,2.15,BakeHouse Inc.,2,Bit available consumer open.,2023-06-03,2023-06-02,77,161.25,4.3,165.55
P007,eggs dozen,Dairy,15,4,DairyBest Inc.,0,Than face.,2024-08-15,2024-08-13,15,60,0,60
P004,bread-white,Bakery,55,2.15,BakeHouse Inc.,0,Collection image training.,2024-09-08,2024-09-08,55,118.25,0,118.25
P001,bananas,Fruits,25,0.45,AgriFoods Inc.,2,Interview father.,2023-10-01,2023-10-02,27,11.25,0.9,12.15
P005,lettuce,Vegetables,61,1.1,GreenLeaf Inc.,1,Public son center.,2024-10-27,2024-10-25,62,67.1,1.1,68.2
P005,lettuce,Vegetables,62,1.1,GreenLeaf Inc.,0,Bag office.,2024-08-08,2024-08-08,62,68.2,0,68.2
P002,milk 2l,Dairy,47,3.5,DairyBest Inc.,0,Technology.,2023-12-31,2023-12-30,47,164.5,0,164.5
P004,bread-white,Bakery,47,2.15,BakeHouse Inc.,4,Which economic.,2025-03-22,2025-03-22,51,101.05,8.6,109.65
P002,milk 2l,Dairy,45,3.5,DairyBest Inc.,1,Economic sense young.,2024-07-24,2024-07-23,46,157.5,3.5,161
P006,tomatoes,Vegetables,47,1.25,GreenLeaf Inc.,1,Notice option environment.,2024-10-16,2024-10-16,48,58.75,1.25,60
P003,chicken breast,Meat,60,9.25,Meats-R-Us Inc.,1,Rather enough position.,2024-12-25,2024-12-26,61,555,9.25,564.25
P004,bread-white,Bakery,79,2.15,BakeHouse Inc.,1,Current herself.,2025-01-08,2025-01-08,80,169.85,2.15,172
P002,milk 2l,Dairy,38,3.5,DairyBest Inc.,3,Else network home.,2024-02-18,2024-02-19,41,133,10.5,143.5
P004,bread-white,Bakery,74,2.15,BakeHouse Inc.,4,Paper garden would.,2023-04-07,2023-04-08,78,159.1,8.6,167.7
P002,milk 2l,Dairy,13,3.5,DairyBest Inc.,2,Within cell few.,2025-04-20,2025-04-20,15,45.5,7,52.5
P006,tomatoes,Vegetables,70,1.25,GreenLeaf Inc.,3,Learn all.,2024-01-21,2024-01-22,73,87.5,3.75,91.25
P005,lettuce,Vegetables,60,1.1,GreenLeaf Inc.,2,Plan major doctor.,2024-11-26,2024-11-27,62,66,2.2,68.2
P001,bananas,Fruits,77,0.45,Agrifoods Inc.,4,These add.,2025-04-08,2025-04-07,81,34.65,1.8,36.45
